value,type
2.8357395800055225,signal
5.155799588749645,signal
4.212067422694707,signal
3.0980519768545047,signal
4.601906992443691,signal
5.984442118066898,signal
4.053111179528103,signal
5.717183602892314,signal
4.466237622370993,signal
4.827112695635796,signal
3.589708423149264,signal
4.271788740881625,signal
4.488876204142111,signal
6.037534988730473,signal
5.241109514411722,signal
4.872438365297448,signal
4.163641300122926,signal
5.489537652213455,signal
6.198630609986763,signal
6.132218442182002,signal
5.514866335167564,signal
4.241362114443628,signal
4.506430899986394,signal
5.539957507117024,signal
4.843193890619338,signal
4.6901321758782295,signal
2.5108370221406684,signal
6.038385234510185,signal
5.87209255481384,signal
3.363658964921819,signal
5.309191311193585,signal
4.740812617310537,signal
4.5797971435829945,signal
4.80797835428981,signal
4.299934825134005,signal
6.575754371023305,signal
3.295255747252321,signal
4.18472605040706,signal
5.892367297258206,signal
5.598651320106775,signal
4.85529376969962,signal
5.404491535077299,signal
4.594364575486676,signal
4.959161156644084,signal
5.449393075464272,signal
2.6414864532760856,signal
6.073627743766092,signal
4.362156400130708,signal
6.845834093658228,signal
3.71423538912759,signal
4.914396645007455,signal
6.408075192544075,signal
5.367133868911017,signal
6.102970568355352,signal
5.424118896138377,signal
5.149319468220242,signal
5.82085393198726,signal
4.188452862333595,signal
4.027058766132027,signal
3.94327241583148,signal
5.128363220313377,signal
5.473092529004263,signal
3.2575036201814136,signal
5.173885583074984,signal
4.347789225258977,signal
3.306355552185316,signal
5.991376839975593,signal
5.367766528434325,signal
4.737369146230262,signal
4.186416374204458,signal
5.23448871391312,signal
5.861468969085866,signal
5.766868817703511,signal
5.481820891431715,signal
4.8315201425517715,signal
4.143554219580907,signal
2.740857390441474,signal
4.737322653957231,signal
6.61422629855616,signal
4.644504893696889,signal
6.065839655454512,signal
7.463988472474551,signal
4.904292685516692,signal
4.330775609837769,signal
6.014418544617917,signal
2.4915775176869253,signal
5.655675901103209,signal
4.936646717067415,signal
3.9773792481788517,signal
5.712350673901456,signal
5.453242600008989,signal
4.645601081791563,signal
4.050222308557751,signal
3.699719824372565,signal
4.399932778542901,signal
5.817016179129342,signal
5.336584096209304,signal
6.786728555183459,signal
5.18997822552727,signal
7.213484685214282,signal
5.869368630497265,signal
4.530416090354033,signal
5.275062902492575,signal
3.791943192467503,signal
5.207137347768232,signal
3.283037947080447,signal
4.446957322950227,signal
5.431798274834349,signal
8.0749623861423,signal
5.188835497686634,signal
5.899256417485094,signal
6.621884254946794,signal
3.82971405357511,signal
6.3009970943052815,signal
4.536075940981421,signal
2.976489154849763,signal
5.851808017107033,signal
5.170240890669759,signal
4.701922278955186,signal
6.231542938282239,signal
5.359803305325568,signal
3.904629966877817,signal
4.537346855324071,signal
4.2606883394747666,signal
4.910484084943437,signal
6.119093979579536,signal
5.874711870979078,signal
4.442406619123169,signal
5.440863321656674,signal
3.797807789750546,signal
5.527136239737197,signal
4.293309508380328,signal
4.234292273680823,signal
6.084780335137972,signal
4.447735032733312,signal
4.081909897258973,signal
5.210186033688387,signal
3.6200498636489113,signal
4.454500510114731,signal
5.006604320222344,signal
3.5882429324329124,signal
4.1459976110324845,signal
3.8632240256458426,signal
4.715477638921974,signal
3.9095738154014117,signal
6.661914921173753,signal
5.922195250857805,signal
5.348716858079147,signal
4.868082075101817,signal
4.0707909659527,signal
5.219776825742595,signal
4.0801483800619796,signal
4.804298463857103,signal
6.3254031418106695,signal
5.314829737943521,signal
3.9352762938136543,signal
3.6593093328223705,signal
5.167502646314515,signal
6.202624836362544,signal
5.524826901554585,signal
4.809027514664054,signal
5.124051539989911,signal
4.830446439796672,signal
4.79100017220489,signal
4.637741699494117,signal
4.858057247146634,signal
5.342523174759255,signal
5.648055554312344,signal
4.781272840251736,signal
4.342056970032751,signal
3.958921190884534,signal
7.001658571901133,signal
6.228881815665698,signal
5.6871149874516345,signal
5.644948701041017,signal
6.391670497578281,signal
4.482554988103818,signal
5.3959590029037585,signal
5.39047513171617,signal
7.4233851413176115,signal
3.392870925966069,signal
4.785612719000216,signal
5.37036420159442,signal
4.134399734856455,signal
6.047297578085103,signal
2.930841283200879,signal
5.72598120343776,signal
4.039841424293574,signal
3.883457204115424,signal
5.625025857035657,signal
4.011259946855431,signal
4.868279081176109,signal
4.964790967845028,signal
5.291681804029578,signal
3.885280039575211,signal
3.963574174585201,signal
4.882727307174726,signal
3.5891737472104506,signal
4.332810196647141,signal
4.770083660208462,signal
4.979048050943203,signal
4.164914601577159,signal
5.169172493148117,signal
5.885835322533449,signal
5.595690158205999,signal
5.19482404970252,signal
6.047100674413562,signal
4.487713926227411,signal
4.089968961533874,signal
5.390016842963641,signal
2.491093169147812,signal
4.547612881237147,signal
3.3849787318697735,signal
6.376329043399994,signal
7.460303441659335,signal
3.6564396772949075,signal
4.613024430072673,signal
4.326576347753939,signal
4.994437659982809,signal
4.961180648821344,signal
2.9468414291862124,signal
3.707287611074401,signal
4.369225682118505,signal
5.254022083980145,signal
5.3564221501504425,signal
4.788054958589165,signal
3.8824691534947258,signal
4.3325732121067935,signal
5.751476211245732,signal
4.943905140851729,signal
7.826290488661536,signal
4.962368645529116,signal
4.855025192649654,signal
5.994270130197563,signal
5.2228800620455305,signal
5.132391402367136,signal
5.532245662272811,signal
2.0286287451815386,signal
4.426212792743683,signal
4.269994817512012,signal
4.856267866877756,signal
4.4088470106035,signal
4.778069387959903,signal
5.453035356987072,signal
6.660166666839894,signal
5.000449462002134,signal
4.904719326320643,signal
3.659372065269366,signal
3.8648620167371757,signal
4.004283823981325,signal
3.8085484727757843,signal
5.278572258047962,signal
5.3550516921611795,signal
7.0607291905796945,signal
4.975481129430997,signal
3.719593760966564,signal
5.955214949941182,signal
5.381987342704947,signal
5.422198749389224,signal
4.573396694089777,signal
4.975142599925414,signal
5.780544521643438,signal
4.8682016795285366,signal
4.1333390227565046,signal
6.219318649235471,signal
3.6025850838681888,signal
2.36190544420266,signal
4.068505342051423,signal
4.842488221497159,signal
5.010423912221775,signal
4.550056417839983,signal
3.106535522899288,signal
4.074975777305802,signal
4.6049080426065885,signal
7.165338651566546,signal
5.713757197027411,signal
4.923321066077914,signal
4.178447397294757,signal
5.445177615088049,signal
4.2598418378480485,signal
4.746376730732391,signal
3.7886146516413515,signal
2.6153092754302776,signal
4.638805986645651,signal
3.5462777314602034,signal
5.621638509404051,signal
4.130338194338124,signal
5.396331667497258,signal
2.8796883113666247,signal
5.375632739432284,signal
6.204291150483508,signal
4.566703424909806,signal
5.7253442850491005,signal
5.219809883761605,signal
4.426787004449945,signal
5.256642431945389,signal
4.2736201197457095,signal
5.134834434631645,signal
4.84390830944882,signal
5.004780170181051,signal
4.972080807581891,signal
5.349852577694852,signal
4.8482391756711145,signal
4.201679678825007,signal
6.545651554636648,signal
6.131309956511436,signal
5.995701102977684,signal
5.3593316554043415,signal
5.082330475885811,signal
4.604998288966203,signal
5.192009994671285,signal
3.719590422274951,signal
4.61567813144579,signal
5.30562426203099,signal
4.49470360036686,signal
6.683198533872707,signal
6.912046179787733,signal
3.5748839588428396,signal
4.334867695847297,signal
6.167054856029816,signal
5.0871336315536935,signal
5.845275504345371,signal
7.3218481364598675,signal
4.190095672922817,signal
5.5425758650587875,signal
5.30052801385424,signal
3.917803195489973,signal
5.928518147410212,signal
4.598312544288732,signal
4.808472283221841,signal
5.366211352655759,signal
3.986250371262165,signal
5.196294444786399,signal
6.002678353892808,signal
3.8290431692404097,signal
3.4771221522017637,signal
4.897122717073014,signal
5.426896052095093,signal
6.362173860238986,signal
5.095589985582811,signal
5.255765302870468,signal
5.230420029690816,signal
5.325415956689238,signal
6.907706733058296,signal
4.984579896915831,signal
6.603962669388906,signal
6.740671501867225,signal
6.875251917382567,signal
4.589016680706116,signal
2.5603545639377225,signal
5.99484111759068,signal
5.117282354894039,signal
4.947486255904508,signal
5.299166115383497,signal
5.994580091789887,signal
6.444968431523089,signal
6.136631154137531,signal
6.350737847074631,signal
3.497675219059377,signal
5.305431186134901,signal
5.354978040066993,signal
6.674447380310913,signal
4.986652862945531,signal
5.774150302066792,signal
3.576871713446823,signal
6.850179185891859,signal
4.669078813874019,signal
5.475560622284269,signal
6.432201268431285,signal
5.641478645611318,signal
4.618496340213856,signal
3.755187227969687,signal
4.301897640326732,signal
4.5348558706695785,signal
3.5636047020885435,signal
5.530646956135621,signal
5.137669939985871,signal
6.823790429983124,signal
6.4225141348072174,signal
4.668818030488651,signal
5.093498358257802,signal
3.417146130992087,signal
5.314101846806243,signal
3.062547347683247,signal
4.738760813067936,signal
5.020292550641522,signal
4.305123898342745,signal
5.592670239135835,signal
4.764336924706679,signal
4.63886888508546,signal
4.821923065042772,signal
3.741661240109531,signal
4.624928028392052,signal
4.986836399383496,signal
5.53456553088308,signal
5.340874618405157,signal
6.082808672297126,signal
5.97838941299711,signal
4.411701163742005,signal
5.978520406058159,signal
5.752162701135267,signal
7.416606880398874,signal
6.572488043601048,signal
3.6750043396705747,signal
3.289311204751633,signal
4.653729719055564,signal
4.59602207500559,signal
5.598214623986605,signal
5.579512728359285,signal
5.41111237328725,signal
3.0213216449862763,signal
6.690975006518413,signal
5.005890613452222,signal
4.211584576108208,signal
5.196324841311345,signal
4.008578019938721,signal
5.291385163254362,signal
5.61249942064362,signal
3.878825472223379,signal
3.212498528345031,signal
4.540207549816382,signal
6.459978397790354,signal
2.4418267264174145,signal
5.27041848468694,signal
5.192526243858254,signal
4.920087321835423,signal
6.2912634392453715,signal
6.126999305342478,signal
6.048237358443582,signal
5.33264518130293,signal
4.922291843348224,signal
3.938866217017874,signal
4.1379553072778155,signal
3.654417323912327,signal
5.427789906108145,signal
4.323108932510261,signal
5.086913793436956,signal
5.380082961444398,signal
4.904992856295217,signal
4.019794162990246,signal
4.7101896566619175,signal
5.284904898614288,signal
4.28750046134697,signal
5.146264597714584,signal
4.685043548093758,signal
5.493252302803485,signal
2.067642657005267,signal
4.577268324743065,signal
3.3460107986617507,signal
4.7344731478381386,signal
4.365130945161628,signal
4.793046638518261,signal
5.9752158456971785,signal
4.807492171128786,signal
4.410906196164181,signal
4.587952042152057,signal
2.9436056666354404,signal
4.573027766348298,signal
5.234879743874608,signal
5.224767095981288,signal
5.4705583476553405,signal
5.989394944354948,signal
5.128140738048781,signal
5.414584727948984,signal
4.008140766640927,signal
6.424893436829018,signal
4.733272470182282,signal
5.3753647567232035,signal
4.217740196757937,signal
4.440108892403134,signal
5.551538601853046,signal
5.119361520032118,signal
4.909648977688435,signal
4.588169140449705,signal
3.5056594952748017,signal
4.154662565438172,signal
5.806084189356672,signal
5.6886441088364395,signal
5.56148792517653,signal
3.884652775314801,signal
5.538990551407321,signal
4.06252484714399,signal
4.348757657519236,signal
5.433619743023402,signal
5.333683446859372,signal
4.195787905206248,signal
5.2621876523909,signal
4.5034195316234085,signal
6.007184764818905,signal
3.6659665616359414,signal
5.188646400046519,signal
5.26045108252252,signal
5.776223312179529,signal
5.394156780249179,signal
4.425582266791212,signal
3.1063010112843643,signal
3.605525451775154,signal
5.937654120817841,signal
4.922608005962736,signal
4.390193572260158,signal
5.1624427545016776,signal
3.8716677153448185,signal
3.862317412497604,signal
6.0686694048700875,signal
6.209355790575131,signal
5.370814608420167,signal
5.452225249348691,signal
5.422980679950795,signal
5.088189674625298,signal
4.363212644195304,signal
4.685030068287613,signal
7.408106517550316,signal
6.216349223587143,signal
5.170542072282103,signal
4.984580044815363,signal
6.176598253705165,signal
5.201858561784648,signal
4.348088447501106,signal
5.169521202748957,signal
6.329670831497399,signal
5.822197030577237,signal
3.9799658357841654,signal
3.8534841316335813,signal
4.64443398101415,signal
7.404608480017697,signal
4.6822975484143,signal
3.6292614519484756,signal
3.7733140893882267,signal
5.774818578678471,signal
4.230806129120041,signal
4.639906210984057,signal
5.171621448302044,signal
5.847388302007087,signal
6.143384506955202,signal
5.533884875332299,signal
4.549362758824269,signal
5.0894453543874345,signal
5.680293424535304,signal
3.637032450150807,signal
4.91646598789328,signal
6.046414433219365,signal
5.938266117203254,signal
5.799868140471204,signal
4.5953877904186315,signal
5.139430171972452,signal
5.485979362610348,signal
4.499138385206824,signal
4.955422591829212,signal
5.973946600604016,signal
3.4360305816842684,signal
4.889561475898751,signal
4.962692256114248,signal
6.070171553605261,signal
6.6208330938332125,signal
3.6634966088207515,signal
3.5390731954451793,signal
5.155259550448509,signal
5.2832281261406635,signal
5.12810355314836,signal
5.841050995324104,signal
4.872162857271637,signal
4.578544747931804,signal
4.9832256139255,signal
4.817201728815524,signal
3.9397417366257317,signal
4.695190052583251,signal
6.871134594402675,signal
2.0905622889255646,signal
5.664814932777654,signal
3.4998676661131523,signal
6.220139949233799,signal
4.658252359165517,signal
5.3135362917333255,signal
5.365162259067892,signal
5.808840329903418,signal
4.864651652197251,signal
6.570546324568914,signal
6.507074413649129,signal
3.7199264516423978,signal
6.689295341360003,signal
4.67327982106272,signal
6.880685904702972,signal
5.665469746931015,signal
5.134050585070622,signal
4.488904045533707,signal
6.5870784573324705,signal
4.401795838934971,signal
4.307963267614689,signal
6.693503778769957,signal
4.340886067889109,signal
3.8470582551580934,signal
4.1173356166986625,signal
4.255856545433273,signal
4.733801557808849,signal
4.699536604386148,signal
4.981031477360216,signal
6.1615312360410455,signal
3.594465110818411,signal
5.818126530214341,signal
2.9681844802021677,signal
4.896998353711172,signal
4.571674571251435,signal
3.3878841686115253,signal
5.203331025906568,signal
4.983352963160303,signal
6.870177425679701,signal
6.453821929138302,signal
5.34137677135772,signal
5.759517107274702,signal
4.972678055643546,signal
3.906717101197606,signal
5.083067642492889,signal
5.691722349830999,signal
5.551324747488452,signal
5.682237987453002,signal
4.765540477404397,signal
6.284118707880466,signal
6.100830324338833,signal
5.357958181595015,signal
4.39899471938752,signal
5.03851970505027,signal
5.425712420168523,signal
5.708131094898712,signal
5.433372873825426,signal
6.183455064294957,signal
4.810722999765364,signal
5.8201802902496285,signal
5.914412187407792,signal
5.6560104800669295,signal
4.811225196764057,signal
5.325331505221993,signal
6.316338584652051,signal
5.869013700462116,signal
5.072170304492591,signal
4.587833311321214,signal
5.025133529927515,signal
5.040605321860713,signal
4.0681155698345535,signal
5.8508410063039475,signal
4.5034491099490195,signal
4.131144314652652,signal
4.676362258828961,signal
3.4359403530882338,signal
5.014342099118252,signal
6.838339850633804,signal
5.565668908327776,signal
4.443964410491009,signal
5.884555209536552,signal
3.5686315154061,signal
4.038730250509542,signal
6.181925429634767,signal
6.2140570753054005,signal
4.441620599900201,signal
6.664870306861724,signal
5.353906654938621,signal
8.120329576474314,signal
3.952675066053595,signal
4.341972159210922,signal
5.109904352688593,signal
5.350122495621934,signal
5.74866558739891,signal
5.593732476019689,signal
6.6097673484962645,signal
5.207766970758111,signal
5.800671609201027,signal
2.786046508535255,signal
4.86009158399148,signal
6.340616005380474,signal
4.022338687813357,signal
4.5913812289665294,signal
3.1536707478832824,signal
6.485051197346543,signal
3.5292241764162116,signal
6.416172922431624,signal
4.161098438703873,signal
5.117740676446665,signal
4.499870571275863,signal
4.991984340680849,signal
5.061308821774544,signal
4.296134545955708,signal
4.990887110438186,signal
5.64052111219299,signal
4.467238110325814,signal
4.173513325985257,signal
5.4924292297086925,signal
7.2355834899031635,signal
5.4498291059123245,signal
4.5427675064805015,signal
5.246944941417038,signal
4.406453374374917,signal
6.755560047479424,signal
4.419672125275033,signal
7.009528230969172,signal
6.469229742396752,signal
4.697710292704636,signal
6.068256995919888,signal
6.18906095371892,signal
4.970273038073785,signal
4.229535398915198,signal
3.370718421524434,signal
5.979877047787492,signal
4.677017609407839,signal
6.487129504580373,signal
6.488336201602854,signal
4.162848702680729,signal
6.410044029686072,signal
5.527102412725779,signal
5.369038317650795,signal
4.473501326459464,signal
6.09200279411936,signal
4.719816426977786,signal
5.060470056029565,signal
4.406287196398012,signal
5.4579839458292065,signal
4.938711586408399,signal
4.444441809121656,signal
4.843966979707446,signal
6.791399135392532,signal
4.926500617376475,signal
5.602431747860435,signal
5.422011917795427,signal
3.702159959660359,signal
6.962038558898113,signal
5.587445303355737,signal
3.6707096540066173,signal
4.1273449898663666,signal
5.185146233096124,signal
4.499872900015212,signal
5.769762025397224,signal
4.341771145487407,signal
4.154431184120368,signal
4.246494687447823,signal
3.775052129259106,signal
5.112787346474272,signal
6.66561515478228,signal
5.308368425819852,signal
5.608517618333597,signal
6.198961644138215,signal
4.0789058873888715,signal
3.7772415367394423,signal
5.143392882336595,signal
4.021249978198382,signal
5.321004039243862,signal
6.836853304451611,signal
4.795206063216737,signal
2.267559993992948,signal
5.931896766949737,signal
3.4527906928155296,signal
5.413169615512862,signal
5.107373270396175,signal
3.532227597764356,signal
5.68721039402915,signal
5.401147714313474,signal
6.455477588462838,signal
5.038317522293758,signal
4.793646296439032,signal
5.21452227678699,signal
4.198340433450401,signal
4.992720144670323,signal
5.57248852042335,signal
4.499960817793086,signal
5.92929389456017,signal
5.146009572197153,signal
5.327940677319602,signal
4.654073941741901,signal
7.400944945472057,signal
4.360298995037279,signal
3.666829503800744,signal
5.4103995161541025,signal
5.666452905127165,signal
6.164514287746625,signal
4.0655155212738645,signal
3.0508331691007493,signal
4.586670740717134,signal
2.977192678484106,signal
6.4249140953342305,signal
4.555471055858089,signal
4.4882201412915235,signal
4.578705640873138,signal
4.90895207582795,signal
4.454220763561022,signal
5.378122504418821,signal
5.910693614245671,signal
5.322159172261155,signal
3.30887679195614,signal
5.58036517191659,signal
6.0208297560781805,signal
5.590987961683994,signal
5.190684454938958,signal
5.391018337574098,signal
2.430931151775258,signal
5.1416354480532265,signal
5.126085606784404,signal
5.850987555994534,signal
6.6062662347614465,signal
5.128321298824832,signal
5.104751598491159,signal
3.915208632999197,signal
4.792390788057923,signal
4.589238831379373,signal
6.8985415320741215,signal
4.250108105057188,signal
4.864133671408274,signal
4.378660255585,signal
3.7495650760314296,signal
3.1598842086892844,signal
5.046153948665944,signal
4.246393477119856,signal
4.4942683616478725,signal
2.933766006275162,signal
5.600220051645572,signal
5.540194022802575,signal
4.242692422984478,signal
6.525996113645192,signal
4.133163609150135,signal
3.6152853675259347,signal
4.168363179420981,signal
4.357776795902006,signal
4.932974542178234,signal
4.2103956590576646,signal
3.0228776178314742,signal
7.76145266202005,signal
3.2894018602621014,signal
5.489982854333126,signal
3.4409328865603976,signal
5.8309360000468,signal
7.413670682622817,signal
4.313861555230686,signal
4.875155366674667,signal
6.766548176841909,signal
5.11887681825576,signal
5.053892052583009,signal
6.489411424154625,signal
5.497073860800556,signal
4.404108898270095,signal
6.10070759801629,signal
5.449046086832393,signal
4.50513517020499,signal
4.633996740275181,signal
4.560519715958139,signal
4.606744602187412,signal
4.087762643184898,signal
5.522062200789404,signal
5.333271574639739,signal
3.5949873623417834,signal
6.176550269837799,signal
4.702855181435784,signal
5.11689454225889,signal
6.039417414401986,signal
4.862189815354939,signal
5.2814467486451155,signal
4.388491186116537,signal
7.161114619730071,signal
3.3403436729952087,signal
7.000606197099157,signal
4.528557775377351,signal
4.221844515178008,signal
5.638967340160736,signal
3.3238429143934525,signal
3.577392902965514,signal
3.1909370965892725,signal
4.405291621796221,signal
5.989928852767048,signal
4.676100897471791,signal
5.0877819878694925,signal
4.574642056866156,signal
4.796593284332321,signal
6.081076518295369,signal
5.1718332128135,signal
3.4216797592309987,signal
5.6253968850118,signal
5.062106900645301,signal
5.07987211897623,signal
5.7738501840694525,signal
5.649427233010204,signal
5.84994696194293,signal
5.004961772854629,signal
4.884877521590063,signal
