value,type
5.475162746475383,signal
5.975506704902484,signal
5.204719711138182,signal
6.788810825885344,signal
5.546790976649335,signal
4.081369326636709,signal
3.6530415068845596,signal
4.499580845832901,signal
5.5154757699856285,signal
4.863615444145226,signal
4.6385601102688,signal
6.558273406760238,signal
3.889472481404135,signal
3.9823371009251582,signal
4.441284924431379,signal
3.866939940805024,signal
4.818131134555529,signal
5.385227350621865,signal
4.569202301730835,signal
5.443408064730542,signal
6.075699648096064,signal
2.9959858419708434,signal
3.2604278339672144,signal
2.1254153396369966,signal
4.130631958646317,signal
5.876841180197621,signal
5.5288419656275565,signal
4.7772237122534795,signal
4.692360766939755,signal
5.638330935231828,signal
5.802453521111028,signal
6.4323959119016685,signal
4.203447839101142,signal
5.011861402300207,signal
5.785790192110202,signal
4.294347611889438,signal
6.607577218905017,signal
5.273838312777455,signal
4.114790112700458,signal
4.065943256430328,signal
4.06087138846499,signal
6.062063476863214,signal
6.754532634201446,signal
4.0265308716703005,signal
5.135910555472169,signal
6.200708845392449,signal
3.435792884981619,signal
6.4692051835096835,signal
4.677682153976519,signal
6.197793547836355,signal
6.3173353233739284,signal
5.580784613714309,signal
4.308030118386954,signal
6.874526497895321,signal
5.564900548705574,signal
6.230779248245891,signal
5.650965333369072,signal
3.205550351212222,signal
5.585005834059519,signal
4.370378294127064,signal
5.956181760428905,signal
4.807731440160853,signal
4.330385277990913,signal
2.914105370489311,signal
5.205827035983383,signal
3.8654542811886676,signal
4.751402871147771,signal
4.351013905002831,signal
5.727374689458127,signal
4.963864384474477,signal
3.2207531989892804,signal
3.595748666657294,signal
5.8297898387796625,signal
3.08630484060303,signal
4.857227190054411,signal
3.4560877102287932,signal
4.250573726020266,signal
2.5698078221988965,signal
4.504105305085023,signal
5.058920359500409,signal
5.784327141530286,signal
3.989765418327866,signal
4.2922281189808755,signal
4.663191906020636,signal
5.0070213455343024,signal
4.389170251731317,signal
4.516967709119366,signal
6.059333819078859,signal
4.758258382718054,signal
6.576129829526824,signal
5.85773703837814,signal
4.476250590178333,signal
6.421954722938596,signal
5.379529535657016,signal
5.335574747494984,signal
4.0893831134290926,signal
5.326659775375988,signal
5.041566378308497,signal
4.531384161344093,signal
5.270596570644162,signal
4.414317053281292,signal
5.486922804074649,signal
4.447114175671708,signal
5.920633276711048,signal
4.53543807900919,signal
5.700392761894519,signal
4.818609534357451,signal
6.85295467625347,signal
4.373822477773171,signal
4.452861323252178,signal
2.6583163868064488,signal
4.379135302464226,signal
5.564406729180103,signal
3.5728919373369727,signal
6.038355165686591,signal
5.049866434484345,signal
6.262775083706758,signal
5.941037411594065,signal
5.148950719945491,signal
6.016004140206832,signal
4.606223763818067,signal
4.438011688210181,signal
4.661780854050343,signal
6.937652535914188,signal
4.705245560236367,signal
4.57290268874498,signal
5.289080477085928,signal
4.091789877300517,signal
6.684240655484759,signal
4.170764869049019,signal
4.880763984440197,signal
4.374401090545056,signal
4.973962225038378,signal
2.9977495012945226,signal
4.2258008802922955,signal
6.02519929589102,signal
4.370460088466528,signal
4.072761400169164,signal
4.993880430216399,signal
3.9804597038363774,signal
4.957098457206673,signal
5.324364701815516,signal
4.370364657913836,signal
4.936957181380643,signal
4.437423835756612,signal
3.9774909645885264,signal
6.141849306323688,signal
3.9516116481475256,signal
4.20624312884713,signal
4.901659697316677,signal
4.348630654768604,signal
6.877154762588113,signal
5.520758169163924,signal
6.2618921912493555,signal
5.075283376407833,signal
5.120653408331753,signal
4.130338466546524,signal
5.43320918070974,signal
5.611664876898095,signal
4.6644264939391125,signal
5.22754176783054,signal
4.729629625559432,signal
5.657974732751036,signal
4.552433425874732,signal
5.791864345964108,signal
4.492570371925475,signal
4.704097877509723,signal
4.728065616494363,signal
6.959328718323308,signal
5.0137080733970265,signal
3.742764708015502,signal
4.664915551023292,signal
4.837196637496314,signal
6.529670435025601,signal
3.088320665749433,signal
5.338747961050389,signal
5.739792933064783,signal
5.685781506461503,signal
6.010472822317421,signal
4.645154715319714,signal
4.483744473848811,signal
4.973901217246102,signal
4.716897774127921,signal
5.948359624602179,signal
3.578451133447156,signal
5.264526452730731,signal
4.8632906491993335,signal
3.5326552219212326,signal
4.604683080583415,signal
4.8094145324081525,signal
5.579451905086071,signal
4.16529619590257,signal
5.264415850867108,signal
5.703214707534233,signal
5.669114660426637,signal
4.304526429137579,signal
6.8557471166079225,signal
5.731913953347482,signal
6.570989140403983,signal
7.849791714775873,signal
6.588868284330961,signal
5.337746996831541,signal
4.57506208692938,signal
4.774678538095682,signal
5.020002703054829,signal
4.257734792961383,signal
6.098689418825657,signal
5.116084326063419,signal
5.694007637011126,signal
4.842553795041113,signal
5.368434510471333,signal
5.1973753504333295,signal
5.359708589146355,signal
6.215177878859651,signal
5.09666323263074,signal
4.75666451464586,signal
5.644390645681292,signal
4.659501407025148,signal
2.323433572179713,signal
5.385933081504735,signal
4.8126060168827385,signal
5.4601665820798715,signal
4.415135445740017,signal
5.042038137090917,signal
4.550836148578886,signal
6.176484314070176,signal
3.9483928713248284,signal
5.154308686570549,signal
4.255559210337455,signal
5.963364400671801,signal
4.299721442001061,signal
6.214833380490633,signal
4.625455623693354,signal
5.448664245944246,signal
5.967581370443222,signal
5.892436579945937,signal
4.610655006315186,signal
4.945315555462903,signal
4.874010897233781,signal
5.84874159518153,signal
5.500185226085234,signal
4.7580904177126575,signal
5.122186671772947,signal
5.284976435684365,signal
3.9719109684996834,signal
5.901004639454817,signal
5.696572454111734,signal
3.6427185711958723,signal
5.208897385377572,signal
6.984498458344547,signal
4.994357389611884,signal
4.79805708685547,signal
4.625116709380156,signal
5.655330602205455,signal
4.886624751963774,signal
4.015615961897326,signal
4.737531254506859,signal
5.965361046378726,signal
6.550718464989716,signal
6.397075254835857,signal
2.4743913486399602,signal
5.9760194907483015,signal
4.310435127965686,signal
5.266823478840259,signal
3.530327961029183,signal
3.979058185397351,signal
5.284221720664989,signal
2.038782835872787,signal
5.482888487988073,signal
4.382621499851775,signal
6.0129937369369895,signal
6.431839314509977,signal
5.026935068827152,signal
4.834544277191467,signal
7.189806360169758,signal
1.8009001284664903,signal
4.7195439644804456,signal
3.9258793277919652,signal
4.995603376929714,signal
4.7600409711272595,signal
3.7264486281004916,signal
5.400380285603464,signal
5.654258864705317,signal
4.0512841046433605,signal
3.9821135893963335,signal
4.655255216589695,signal
4.335591638319468,signal
5.959603926456394,signal
5.03870604964351,signal
5.882332133501523,signal
4.210242983697226,signal
5.39991459283667,signal
3.076749638443869,signal
3.4606328860860676,signal
4.742955546925181,signal
3.5394226049382755,signal
5.350323061109087,signal
7.1211484689184985,signal
6.006659343511696,signal
6.043813560270991,signal
5.59094677876213,signal
3.975210931390143,signal
6.772759051988492,signal
4.732961777867288,signal
5.383134492490446,signal
5.892359038963356,signal
3.7056886680179675,signal
5.500939985752286,signal
4.499213124408751,signal
5.523657133437222,signal
5.117576654833749,signal
5.3073139968917395,signal
4.38926271754834,signal
6.6725686976692185,signal
5.360582099934467,signal
4.42250873273257,signal
4.338163437019099,signal
4.681915635392024,signal
3.3037227435066336,signal
3.129031394627355,signal
4.996291134814798,signal
4.422583657115512,signal
5.693273553469069,signal
4.709633325261165,signal
4.433022092237523,signal
4.8092628129374155,signal
4.048637950157119,signal
3.7177408346332816,signal
5.047999739290782,signal
4.153582274390496,signal
5.297309398268719,signal
4.595110047471406,signal
5.358811059355784,signal
5.459959167847956,signal
6.0536000459239325,signal
4.558882963374952,signal
4.866601305012275,signal
3.8764956939409734,signal
6.428294103875716,signal
6.436400849074385,signal
5.52060105997572,signal
3.959979072906651,signal
6.159565736184955,signal
3.660116186761339,signal
4.742068352211632,signal
5.267364958642149,signal
6.56557192810403,signal
4.884947616165183,signal
3.950755383615321,signal
4.385572259621958,signal
5.3348695542036655,signal
5.243027823206144,signal
4.992446349835534,signal
4.32644685557041,signal
6.003559818410982,signal
4.840862669425451,signal
5.560805739725548,signal
4.416495838014703,signal
6.827123239403166,signal
5.268570686646118,signal
5.24682715021797,signal
5.091785238829215,signal
3.875885686217941,signal
4.516054982133897,signal
3.5679644814955216,signal
4.497846616021836,signal
5.570209141146693,signal
5.660145570098243,signal
5.1473444551798675,signal
6.088599569732741,signal
3.975785057632253,signal
4.222287842646469,signal
6.573732860817173,signal
5.71153569743888,signal
3.270018815929487,signal
4.448941598909447,signal
3.888633515142234,signal
2.9189559835419843,signal
4.858253628413472,signal
2.906365443795427,signal
5.65848526923114,signal
4.917020545993843,signal
5.581813204776045,signal
4.286284100105948,signal
4.775437838691332,signal
7.1830001663748755,signal
6.406246877716505,signal
4.095245561640191,signal
6.173452111168372,signal
4.192375467851843,signal
5.731554942707389,signal
3.575922853468194,signal
3.45331291990939,signal
3.8551654038654215,signal
4.718452355041964,signal
2.262158271619986,signal
6.495820593473567,signal
5.610011344187977,signal
5.308325825967063,signal
4.411373677377164,signal
5.894682554488437,signal
5.612580175761597,signal
5.551806153334407,signal
4.3638004900123795,signal
4.866871475841706,signal
6.323733653224289,signal
5.82045393364891,signal
3.921018093099569,signal
6.033759209718952,signal
4.713283696939727,signal
2.878578033166033,signal
3.343265585354267,signal
4.512910353515857,signal
4.483539698280618,signal
5.114786700388499,signal
5.21685972949352,signal
4.7408032196884555,signal
3.196626181822168,signal
5.054269378596704,signal
6.496352500015191,signal
3.674287799087608,signal
7.8842249388535315,signal
5.126356855921784,signal
6.63771052349804,signal
3.5664981356022625,signal
4.4797522008525865,signal
6.276516288757855,signal
5.649033644633285,signal
4.184047617729042,signal
3.21134657674916,signal
4.635440874799434,signal
4.154197328376279,signal
3.8156497187665233,signal
4.96476332454654,signal
4.054735996152653,signal
3.7315867921965973,signal
4.868088400779755,signal
4.465149102289548,signal
6.015047924504168,signal
5.171414127769104,signal
3.7387148135670705,signal
5.839798414864649,signal
5.599877194019389,signal
4.426740624845087,signal
3.926580025049728,signal
4.869967135255454,signal
6.097060455751663,signal
6.194439223719387,signal
4.461309163277444,signal
5.067403355954396,signal
5.556361236475557,signal
4.746773087466501,signal
5.229710244050538,signal
5.80414793826344,signal
4.24875385561402,signal
6.212629345113951,signal
4.681680713240774,signal
4.247307404947844,signal
5.858098823615691,signal
5.968422805798195,signal
4.9468697441315665,signal
4.276100147538612,signal
5.830911475652796,signal
5.527303794288822,signal
4.2394927737237875,signal
4.824106226017762,signal
6.12968019365738,signal
3.467343055001874,signal
5.405426166112016,signal
5.403270126576317,signal
4.396257946688054,signal
5.935220979555312,signal
5.42650927605251,signal
5.526516936472968,signal
3.9951865027263356,signal
3.880166365970073,signal
3.9085756958201348,signal
2.8271977658983714,signal
4.556144509065403,signal
6.3226209561662685,signal
5.05183210434172,signal
5.59112547798978,signal
6.163247078932652,signal
6.828641287260851,signal
6.173724109418042,signal
6.073139745735202,signal
2.849633028037728,signal
6.160181879602559,signal
5.79302996424363,signal
4.147568676243441,signal
3.8978845048286264,signal
5.409532897095493,signal
6.200853470382769,signal
3.7302075137025863,signal
8.312848765419602,signal
3.557360660807066,signal
5.26929478324598,signal
7.653421147702392,signal
4.5509299542993045,signal
3.7373122873780664,signal
5.540520710710682,signal
5.465280748843643,signal
5.645644197659928,signal
5.149975333801962,signal
3.8720965139662464,signal
3.69757564667119,signal
3.9451705128346832,signal
4.963551181681239,signal
6.30409173384412,signal
3.90193483367404,signal
3.1084348674425377,signal
5.01771702604482,signal
4.541279827107333,signal
6.380134811695684,signal
6.095942510484038,signal
6.897924144433253,signal
5.531489710791195,signal
6.415543676785596,signal
5.682120619415111,signal
6.430374322496601,signal
4.337959446436754,signal
4.8346742777201115,signal
6.565325379492995,signal
4.763584655422807,signal
3.2598831878310968,signal
4.756439793780568,signal
4.51733647264567,signal
4.941765018932614,signal
5.196378953386256,signal
8.159995294060614,signal
5.144231800427197,signal
5.3844074724426285,signal
4.951591198500077,signal
4.087572708379001,signal
6.077233736685809,signal
6.367585496338648,signal
6.436965490509153,signal
5.931162525652035,signal
6.517429320636458,signal
6.019334072968709,signal
5.165745064182722,signal
6.220877875301781,signal
4.883198536469486,signal
4.560997659472087,signal
6.865563134409331,signal
4.3516585746457,signal
5.032602858388108,signal
6.098314066612063,signal
6.034107636671405,signal
4.2927900604230915,signal
5.539765877655848,signal
4.439213783693902,signal
4.253196111139051,signal
4.939499880789718,signal
5.594739455421502,signal
4.480709460260137,signal
5.810681545255601,signal
5.560357927626588,signal
4.969057435617978,signal
3.7750055583473836,signal
5.457286199520791,signal
6.559934986432526,signal
4.752324821352262,signal
4.260934096295085,signal
6.4708952019429935,signal
5.118767413133839,signal
4.528342152358506,signal
4.402326698573147,signal
4.664364314689831,signal
4.135482447229302,signal
6.803491807199606,signal
4.944164029614119,signal
3.7297258958506143,signal
2.8621269785222063,signal
5.754287213480563,signal
5.4293980945619555,signal
5.425793046270549,signal
3.771335600706921,signal
5.242349708933254,signal
5.596898913214036,signal
3.403964233267552,signal
4.322458187317615,signal
6.209718734125707,signal
5.424849845099199,signal
4.9907178803517525,signal
5.347411969687661,signal
5.586229875414726,signal
6.248414712435986,signal
5.637643244861782,signal
4.694383778810449,signal
5.005989079501326,signal
4.0440342019275946,signal
5.911129170117629,signal
4.168524305415832,signal
3.323351229498013,signal
4.605130630345378,signal
5.580751343286308,signal
6.504517918193171,signal
5.414072381120279,signal
5.217648461429383,signal
3.0094949587580833,signal
5.096537537142692,signal
4.146724361145449,signal
4.097161331273779,signal
5.458588470284469,signal
5.242433720812358,signal
6.109479031406741,signal
6.0998103628107785,signal
5.593311189367359,signal
4.2126174575083954,signal
5.194770658715314,signal
4.190333530604404,signal
4.785236402575578,signal
5.075233992049889,signal
2.3405669281632933,signal
4.365589034292133,signal
5.280134543476347,signal
4.319025944410277,signal
6.371243483741284,signal
5.347883718341885,signal
5.040876772251439,signal
3.8080472507798753,signal
5.460228018988888,signal
6.6465156993042,signal
4.68767108748915,signal
5.670930761894398,signal
3.8874555573635594,signal
4.3472077328574334,signal
5.460585609942956,signal
5.250948066225156,signal
4.636794217344324,signal
4.7051948497596845,signal
5.027166663561938,signal
5.134095823979147,signal
4.455169784940303,signal
2.780507151980104,signal
3.5581832649456135,signal
2.6941863548366576,signal
4.328679687857008,signal
3.9482459417021354,signal
2.93741049215096,signal
5.496979629162632,signal
5.037103580997982,signal
5.904402943924572,signal
3.831451049974134,signal
5.18700095669338,signal
5.30549543277498,signal
4.312340933165864,signal
5.696196255500759,signal
6.182513551913008,signal
4.564213034598618,signal
4.7086766103107225,signal
6.202044202101089,signal
4.33740297445517,signal
4.519246637387952,signal
4.2852936665669334,signal
5.183349024352051,signal
4.257159263213037,signal
3.5159148872836923,signal
6.266716262176809,signal
4.620198685818201,signal
5.593542955144192,signal
4.964527414057345,signal
5.205100937844466,signal
4.313571263122978,signal
6.164338731770115,signal
5.85595271813303,signal
5.483183157736507,signal
5.616434133462755,signal
4.564088649814359,signal
4.702332133986914,signal
2.720042532868707,signal
5.728047320062569,signal
6.890599549935606,signal
5.570673956730758,signal
5.8843954378227,signal
3.831047356587221,signal
5.912323622929275,signal
4.243232350890781,signal
4.366985728205281,signal
3.29210405212426,signal
4.808576016591037,signal
5.611808734454213,signal
4.093433324596066,signal
4.497102600481464,signal
5.588733367720737,signal
5.095121744984003,signal
5.289673319113319,signal
4.942611568460624,signal
4.77110233891128,signal
4.668828043033055,signal
4.948881610872123,signal
6.018794816647169,signal
5.463410342259833,signal
5.5000953250960976,signal
5.144678310058282,signal
4.82457646929293,signal
2.566723593607514,signal
4.813770311699434,signal
6.109784328328126,signal
5.114041970265036,signal
3.3050750780330764,signal
4.29785325586627,signal
5.249735805567577,signal
6.0335518889195,signal
4.847047440728855,signal
3.9867724057632,signal
5.894153320175183,signal
5.758903631308447,signal
4.691993316997935,signal
6.6108482880469,signal
3.9668113801906584,signal
5.126000137605322,signal
4.332442495106803,signal
6.504721186674576,signal
2.1981587668721416,signal
4.591505762109033,signal
2.628806863929748,signal
4.626387037503494,signal
6.479239445815178,signal
4.419162625747651,signal
4.4452314082586435,signal
3.274505433441817,signal
5.521414920752833,signal
4.077460182351959,signal
6.162064706952567,signal
5.942667364352509,signal
5.1314569459965895,signal
7.925233144028612,signal
5.152804856395942,signal
4.090590281203218,signal
6.740121709478994,signal
7.777987151374806,signal
4.092593800175581,signal
4.399674018445598,signal
5.696428341223566,signal
4.007416862410604,signal
4.6456524833422375,signal
3.955813974261239,signal
5.195221822833274,signal
5.152923338195975,signal
4.856403421960687,signal
4.9973346051100656,signal
6.544825782886083,signal
5.433520348907008,signal
5.0052842441478855,signal
4.904922674576937,signal
2.7908301492901253,signal
5.628207524483412,signal
4.105632322729817,signal
4.7031747698457025,signal
4.9121896661778,signal
3.6348146911261656,signal
6.141218841360699,signal
4.726948673039689,signal
5.558938926588379,signal
4.793811915776374,signal
6.487204488089216,signal
4.200684223931511,signal
3.3288799703928307,signal
5.766876302265387,signal
5.0226413181425835,signal
5.586181139110203,signal
6.008144815896394,signal
4.589911829446163,signal
4.717137507386175,signal
6.680623582990133,signal
5.641915582105735,signal
4.300487629811811,signal
6.210706127110544,signal
5.986062945455597,signal
8.018240492510007,signal
5.166010277404596,signal
4.193273931431122,signal
4.649231764379997,signal
5.980314861659958,signal
5.707054901874926,signal
5.033626390061735,signal
5.555186588674075,signal
6.93936554411513,signal
4.746452899109147,signal
4.076204590031759,signal
2.6103035433568245,signal
4.6946727013611405,signal
5.282454640081605,signal
4.182924723980755,signal
4.826923537167515,signal
4.040533634911595,signal
5.915544108172693,signal
3.7901723723877465,signal
4.352769854766983,signal
3.450258327854713,signal
5.157307492700148,signal
6.351688229751708,signal
6.721845671201015,signal
3.375509695293477,signal
3.46212840352017,signal
4.8801714486141,signal
4.697369848290455,signal
5.291786445469043,signal
4.211428222226317,signal
5.556677233872655,signal
4.046362028513948,signal
4.215286604424475,signal
5.387455903186275,signal
4.020518749374292,signal
5.780019807348091,signal
3.15737875585989,signal
5.266621578330977,signal
4.369471480745975,signal
5.035019204584573,signal
6.464127622648721,signal
4.038167034763567,signal
4.020707016414291,signal
3.6015742069177072,signal
4.521179332076041,signal
4.139600921293358,signal
6.31926911741674,signal
5.538746848194773,signal
5.27540003939101,signal
4.7286104873194645,signal
4.86290631843942,signal
3.7955016428538473,signal
5.111361389085631,signal
4.25574746352693,signal
6.32647764828171,signal
6.190999870381897,signal
5.318162535906671,signal
5.880825000696121,signal
5.111164057758266,signal
5.843415905820876,signal
4.819832417382558,signal
4.2410293229368135,signal
4.7645212997363044,signal
6.771457229039124,signal
6.241531009684369,signal
5.449534380115831,signal
6.528822376424976,signal
2.5310049270683135,signal
5.688456945966278,signal
4.810514391497339,signal
6.156012250346359,signal
5.231756900930242,signal
5.512132874512341,signal
5.615859474255367,signal
5.848159060711073,signal
3.825644596979713,signal
3.957078697399765,signal
5.64167728892964,signal
5.3405384959977695,signal
3.0002264194723582,signal
5.462114243434987,signal
4.99561456167642,signal
4.2893630026496705,signal
6.213826875857742,signal
5.395086961188061,signal
5.894303852053006,signal
4.185814153733362,signal
4.819540571808724,signal
4.6902463287128615,signal
4.8593425439471405,signal
4.875163306416922,signal
5.549123348867298,signal
5.03685348892757,signal
5.201406370976026,signal
5.631712950371074,signal
4.0553778335980235,signal
6.163205809165081,signal
5.613581224945329,signal
6.721093595517036,signal
2.071863421685112,signal
4.38244548650594,signal
7.56331200888094,signal
5.482088966053842,signal
5.631450937190153,signal
6.149926699910483,signal
5.746428997689205,signal
5.107079355118207,signal
5.396862576124051,signal
4.7300241929127775,signal
5.217879796174546,signal
7.0451780729473406,signal
5.419124723917317,signal
5.160472301537202,signal
6.211302408147804,signal
7.188982842117454,signal
5.940326396367696,signal
4.8129728763725605,signal
5.570060452045424,signal
4.780121144170645,signal
5.479297537034253,signal
5.244485127918167,signal
5.057929899117651,signal
3.966964860866878,signal
2.999554384451251,signal
4.926979941660804,signal
4.920123614088306,signal
5.067798891124174,signal
5.580516776765107,signal
3.92615478059181,signal
4.804871544244197,signal
5.215005691051809,signal
5.500199535736856,signal
4.4219431551057555,signal
4.295451634024279,signal
4.65150756333455,signal
5.5630883817232535,signal
5.302201296955727,signal
4.729955525517589,signal
4.367041984175834,signal
4.5702594047562615,signal
4.936445138348929,signal
4.8242184025122805,signal
7.028746910506806,signal
5.1016692967388275,signal
5.995512515950688,signal
5.766297935091066,signal
2.751437794043887,signal
5.341765426410643,signal
4.950464368245119,signal
4.467196927989768,signal
2.988828739716259,signal
3.70469924436641,signal
4.438468027609418,signal
5.011487178527866,signal
5.417918803268148,signal
6.325223996944448,signal
3.9549179546537365,signal
5.640407692434808,signal
6.5410690294382645,signal
6.331762950315512,signal
4.709097710545143,signal
5.9375199698151935,signal
3.849162265428519,signal
4.020104410174196,signal
5.32872229914165,signal
6.591674687931878,signal
5.473318501561188,signal
4.380488801389774,signal
3.4070910902027682,signal
5.446069620233738,signal
5.8241449129652,signal
4.843908501124003,signal
4.093923819791157,signal
5.037663059890495,signal
4.95553752589615,signal
3.484243397436608,signal
5.56019639642427,signal
4.340088455612201,signal
4.358925134879236,signal
3.7497556937935563,signal
5.683454455195993,signal
5.568885658909434,signal
5.384191506781336,signal
4.552723472170109,signal
5.601939616559414,signal
4.447775103727424,signal
4.721769019373857,signal
4.5499326770446595,signal
4.891203034789962,signal
5.374054472522975,signal
5.05706190020032,signal
6.287192309565153,signal
7.978571269900982,signal
6.385415484657889,signal
7.182695042004124,signal
4.495443285608857,signal
5.631419516410601,signal
3.883943679705908,signal
5.32880767388359,signal
4.580162003632193,signal
6.322318099342701,signal
3.627694937069036,signal
5.658695253136636,signal
5.1935689425947915,signal
5.351353300697993,signal
6.776668316849819,signal
5.3066117652629385,signal
7.295178172027415,signal
6.171537835356919,signal
3.948408287557511,signal
6.012052589817905,signal
5.2367339367101895,signal
5.422728560720376,signal
5.322162512111797,signal
4.216567674855471,signal
5.623862111714375,signal
4.192317779280062,signal
3.693594090463379,signal
4.537758421952688,signal
6.1019374820052725,signal
7.211041228050073,signal
5.04743704242074,signal
6.08904522418437,signal
4.796237748625358,signal
4.694501346928961,signal
4.546318674537422,signal
5.354528500744452,signal
3.877207903664713,signal
4.5131805818474655,signal
5.943039520438143,signal
4.611328643552338,signal
4.083925521127959,signal
5.521207862550636,signal
4.61428402967918,signal
5.093917137792884,signal
4.2275615019057735,signal
5.961883840555422,signal
5.2114177501828145,signal
4.752852210918822,signal
5.424331038138902,signal
4.437104667278679,signal
4.397382305669609,signal
4.761590118590008,signal
5.905924535564212,signal
4.532138278109002,signal
4.32940454754238,signal
3.786032844202728,signal
6.46761703368239,signal
4.431994702941814,signal
3.5577842458159115,signal
4.330747513463628,signal
4.430087858927743,signal
3.6985588634106397,signal
4.895337932634079,signal
7.076573786721623,signal
4.275146055813199,signal
5.855858363122772,signal
6.99041434466475,signal
4.429513959359325,signal
6.112968089728861,signal
6.306488165109444,signal
5.95625870123878,signal
6.366646484479163,signal
7.029639185540193,signal
5.608982012112075,signal
5.718630429982727,signal
5.380000771847365,signal
4.285878472655625,signal
4.542791396086524,signal
5.305239371956731,signal
5.532703206609857,signal
5.626916900965872,signal
5.257148834509836,signal
4.667156725482725,signal
6.435258525053309,signal
7.473136191457945,signal
6.497939585313862,signal
5.347918593880141,signal
4.974486727865589,signal
5.750675991263145,signal
4.240624649476576,signal
5.603096275248033,signal
5.1630945788695515,signal
3.9990091815292734,signal
5.43241530577847,signal
5.701949876827799,signal
3.745673728000953,signal
4.3386363244791175,signal
4.724263124983714,signal
3.907132001689936,signal
5.4576165522037074,signal
4.961012999133009,signal
5.392634879066361,signal
7.384495609853072,signal
5.404932717654826,signal
4.746653796100035,signal
3.02269052365594,signal
6.393688969405833,signal
6.586511722216181,signal
5.7969169770663855,signal
5.840847403179796,signal
5.461908092377431,signal
4.772695748474445,signal
4.93064905512305,signal
4.751759691606014,signal
5.486301016978333,signal
4.5628504339736855,signal
2.4707958807220245,signal
4.603970351759811,signal
3.1930285408352637,signal
4.867276664247754,signal
4.9381114754026365,signal
5.253122298119476,signal
4.7431210411174725,signal
3.653197701887753,signal
6.736883238460427,signal
6.557456265220628,signal
5.136194463507259,signal
5.778167159250766,signal
6.080237956935094,signal
3.645342793395912,signal
6.561578312017067,signal
7.45471959800457,signal
4.50193972415419,signal
5.116166490509132,signal
6.0321012805659455,signal
5.875524748258731,signal
4.913583055255803,signal
5.698363479509542,signal
4.3487977937892195,signal
2.958859855554539,signal
3.67825773019817,signal
5.64271034960632,signal
3.436577305162008,signal
4.905283139231653,signal
3.4722185296451284,signal
4.19698321704499,signal
6.009970577006088,signal
5.368931560897907,signal
6.134449162998587,signal
4.765398907021135,signal
4.947601378326824,signal
4.908871532527034,signal
2.672230509067128,signal
