User ID,Age,Gender,Height,Interests,Looking For,Children,Education Level,Occupation,Swiping History,Frequency of Usage,Height_cm
42,35,Male,5.900425428231701,"['Music', 'Movies', 'Reading']",Marriage,Yes,Bachelor's Degree,Artist,62,Monthly,179.84496705250226
43,31,Female,5.227422032665844,"['Sports', 'Reading', 'Movies', 'Hiking', 'Travel', 'Music', 'Cooking']",Friendship,Yes,High School,Artist,13,Weekly,159.33182355565492
44,34,Male,5.95906134562711,"['Hiking', 'Movies', 'Cooking', 'Reading', 'Sports', 'Travel']",Marriage,No,Master's Degree,Doctor,2,Daily,181.6321898147143
45,23,Male,6.000881660993571,"['Sports', 'Movies', 'Hiking', 'Travel', 'Reading', 'Music', 'Cooking']",Friendship,Yes,High School,Engineer,43,Weekly,182.90687302708403
46,20,Female,5.652509215982641,"['Music', 'Movies', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Teacher,9,Daily,172.28848090315088
47,33,Female,5.338095724935996,"['Sports', 'Hiking', 'Music']",Marriage,Maybe,High School,Student,92,Daily,162.70515769604916
48,30,Male,5.280272161413801,"['Movies', 'Hiking', 'Music', 'Sports', 'Reading', 'Cooking']",Casual Dating,No,High School,Artist,49,Weekly,160.94269547989265
49,30,Male,5.39718541504201,"['Sports', 'Music', 'Movies', 'Cooking']",Casual Dating,No,High School,Student,82,Daily,164.50621145048046
50,26,Female,5.955798431691355,"['Music', 'Cooking', 'Reading', 'Travel', 'Hiking', 'Sports', 'Movies']",Long-term Relationship,Yes,Bachelor's Degree,Doctor,83,Weekly,181.53273619795252
51,33,Male,5.370472004934425,"['Reading', 'Hiking', 'Music', 'Cooking']",Long-term Relationship,Yes,Bachelor's Degree,Entrepreneur,79,Monthly,163.69198671040127
52,35,Male,5.596232820187575,"['Travel', 'Movies']",Long-term Relationship,No,High School,Doctor,26,Monthly,170.5731763593173
53,18,Male,6.0897437596907,"['Reading', 'Music']",Friendship,Maybe,Ph.D.,Teacher,66,Monthly,185.61538979537255
54,27,Male,5.63923316071156,"['Hiking', 'Travel']",Long-term Relationship,No,Master's Degree,Engineer,25,Monthly,171.88382673848832
55,28,Female,4.933521219792926,"['Music', 'Travel', 'Sports', 'Movies', 'Cooking', 'Reading']",Marriage,Yes,High School,Artist,96,Daily,150.37372677928838
56,18,Female,5.211941481893195,['Travel'],Casual Dating,Maybe,Master's Degree,Doctor,88,Daily,158.85997636810458
57,28,Female,5.332273464857678,"['Cooking', 'Movies']",Friendship,No,High School,Entrepreneur,26,Daily,162.52769520886204
58,33,Female,5.724147913769532,"['Travel', 'Music', 'Sports', 'Reading', 'Movies', 'Hiking']",Friendship,Yes,Ph.D.,Doctor,24,Daily,174.47202841169536
59,34,Female,5.288793846543993,"['Movies', 'Sports']",Casual Dating,Yes,Ph.D.,Artist,11,Monthly,161.2024364426609
60,35,Male,6.010121016898489,"['Reading', 'Travel', 'Hiking', 'Cooking', 'Sports']",Long-term Relationship,Maybe,High School,Entrepreneur,80,Monthly,183.18848859506593
61,34,Male,5.487375508392343,"['Cooking', 'Sports', 'Travel', 'Hiking', 'Music']",Friendship,Maybe,Master's Degree,Business Owner,13,Weekly,167.2552054957986
62,30,Female,5.143568341925464,"['Cooking', 'Travel', 'Movies', 'Sports', 'Reading', 'Music', 'Hiking']",Friendship,Maybe,High School,Doctor,83,Daily,156.77596306188815
63,21,Male,4.828775494672228,['Movies'],Long-term Relationship,No,Ph.D.,Engineer,18,Weekly,147.1810770776095
64,25,Female,5.481743173360596,"['Travel', 'Sports', 'Cooking', 'Hiking', 'Music']",Casual Dating,No,Ph.D.,Business Owner,59,Monthly,167.08353192403098
65,29,Female,5.498101994384479,"['Travel', 'Movies', 'Reading', 'Sports', 'Music', 'Cooking', 'Hiking']",Marriage,Maybe,Ph.D.,Entrepreneur,100,Monthly,167.5821487888389
66,32,Female,6.091946191621808,"['Reading', 'Music', 'Cooking', 'Hiking', 'Sports', 'Movies', 'Travel']",Long-term Relationship,Maybe,Bachelor's Degree,Doctor,21,Daily,185.68251992063273
67,33,Male,5.787207187664832,"['Movies', 'Cooking', 'Travel', 'Music', 'Reading', 'Hiking']",Marriage,Yes,Bachelor's Degree,Engineer,64,Daily,176.39407508002407
68,34,Female,5.875026150843842,"['Music', 'Cooking', 'Travel', 'Reading', 'Sports', 'Hiking', 'Movies']",Long-term Relationship,No,Master's Degree,Doctor,40,Weekly,179.07079707772033
69,31,Female,5.675738905050974,"['Movies', 'Travel', 'Music', 'Hiking', 'Cooking', 'Sports']",Friendship,Maybe,Bachelor's Degree,Student,40,Monthly,172.9965218259537
70,22,Female,4.9861485463213535,"['Cooking', 'Sports', 'Reading', 'Hiking', 'Movies', 'Music']",Long-term Relationship,No,High School,Entrepreneur,83,Daily,151.97780769187486
71,30,Male,6.010019898751484,"['Reading', 'Travel', 'Music', 'Sports', 'Movies', 'Hiking']",Casual Dating,Yes,Ph.D.,Entrepreneur,90,Weekly,183.18540651394522
72,27,Male,5.045984409166938,"['Hiking', 'Cooking', 'Movies', 'Travel', 'Reading', 'Sports']",Friendship,Maybe,Master's Degree,Business Owner,77,Weekly,153.8016047914083
73,25,Female,5.945594046489266,"['Hiking', 'Music', 'Sports']",Long-term Relationship,Maybe,Bachelor's Degree,Business Owner,43,Weekly,181.22170653699283
74,31,Male,4.915831462311005,"['Travel', 'Sports', 'Reading', 'Cooking', 'Hiking']",Friendship,No,Master's Degree,Engineer,70,Daily,149.83454297123944
75,28,Male,6.017204886810353,"['Reading', 'Cooking', 'Sports', 'Hiking', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Entrepreneur,95,Daily,183.40440494997955
76,32,Female,4.821520923466465,"['Music', 'Movies', 'Hiking', 'Travel']",Friendship,Maybe,Master's Degree,Business Owner,84,Weekly,146.95995774725785
77,35,Male,5.647848104854811,"['Hiking', 'Cooking', 'Sports', 'Reading']",Long-term Relationship,Yes,High School,Doctor,8,Weekly,172.14641023597463
78,25,Female,5.284758438205714,"['Travel', 'Movies', 'Reading']",Casual Dating,Maybe,Ph.D.,Doctor,98,Daily,161.07943719651016
79,23,Male,5.315058504308027,"['Sports', 'Cooking', 'Reading', 'Movies']",Marriage,Maybe,Master's Degree,Student,80,Daily,162.00298321130867
80,31,Male,5.576484223790711,"['Travel', 'Sports', 'Hiking', 'Music', 'Reading']",Marriage,Maybe,Bachelor's Degree,Entrepreneur,69,Monthly,169.97123914114087
81,20,Female,5.278267424924374,"['Hiking', 'Cooking', 'Music', 'Sports']",Friendship,Yes,Ph.D.,Teacher,18,Weekly,160.88159111169495
82,34,Male,5.182119518799928,['Reading'],Long-term Relationship,Yes,Master's Degree,Entrepreneur,67,Monthly,157.95100293302178
83,23,Male,5.765614765126895,"['Movies', 'Sports', 'Reading', 'Travel', 'Cooking']",Marriage,No,Ph.D.,Entrepreneur,45,Weekly,175.73593804106778
84,18,Female,5.0869259389500066,"['Music', 'Hiking', 'Travel', 'Movies', 'Sports', 'Reading', 'Cooking']",Marriage,No,Bachelor's Degree,Engineer,68,Daily,155.0495026191962
85,25,Female,5.274114756058384,"['Music', 'Travel']",Marriage,Yes,Bachelor's Degree,Student,21,Monthly,160.75501776465956
86,25,Male,5.873622342975061,"['Movies', 'Sports', 'Reading', 'Travel', 'Cooking']",Long-term Relationship,No,Bachelor's Degree,Business Owner,91,Monthly,179.02800901387985
87,25,Male,5.306325799643069,"['Hiking', 'Sports']",Casual Dating,Maybe,Ph.D.,Teacher,23,Weekly,161.73681037312076
88,24,Male,5.440640587836819,"['Music', 'Hiking', 'Travel']",Friendship,Yes,Master's Degree,Artist,47,Daily,165.83072511726627
89,23,Male,5.1188000480231635,"['Music', 'Reading', 'Sports', 'Cooking', 'Travel', 'Movies']",Marriage,Yes,High School,Engineer,19,Weekly,156.021025463746
90,25,Female,5.404581791109265,"['Sports', 'Cooking', 'Music', 'Hiking', 'Movies']",Marriage,No,Ph.D.,Student,0,Weekly,164.73165299301039
91,24,Female,5.966181867384575,"['Cooking', 'Travel', 'Sports']",Friendship,Yes,High School,Student,98,Weekly,181.84922331788184
92,22,Male,5.110225909668289,"['Music', 'Hiking', 'Cooking', 'Travel', 'Movies', 'Reading', 'Sports']",Marriage,Maybe,Ph.D.,Student,20,Weekly,155.75968572668944
93,34,Female,5.1323959537433055,['Cooking'],Long-term Relationship,No,Bachelor's Degree,Engineer,62,Daily,156.43542867009594
94,24,Female,4.849596585846308,"['Travel', 'Sports']",Friendship,Maybe,Ph.D.,Student,81,Weekly,147.81570393659547
95,31,Male,5.588251148792093,"['Hiking', 'Sports', 'Music']",Long-term Relationship,Maybe,Bachelor's Degree,Student,91,Daily,170.32989501518298
96,32,Male,5.9894811472543354,"['Travel', 'Hiking', 'Reading']",Long-term Relationship,Yes,High School,Social Media Influencer,97,Weekly,182.55938536831215
97,29,Male,5.079546903190221,['Music'],Friendship,No,Master's Degree,Artist,48,Daily,154.82458960923793
98,21,Male,5.87590064153706,"['Travel', 'Hiking']",Marriage,Maybe,Ph.D.,Engineer,21,Daily,179.09745155404957
99,33,Female,5.854466419958818,"['Reading', 'Cooking', 'Sports', 'Hiking', 'Movies', 'Music', 'Travel']",Casual Dating,No,Bachelor's Degree,Entrepreneur,97,Monthly,178.44413648034478
100,21,Female,5.671092132278706,"['Reading', 'Hiking', 'Sports']",Marriage,Yes,Ph.D.,Teacher,52,Weekly,172.85488819185497
101,35,Male,5.059604715378536,"['Sports', 'Travel', 'Music', 'Reading', 'Movies', 'Hiking', 'Cooking']",Long-term Relationship,No,Master's Degree,Social Media Influencer,20,Monthly,154.21675172473778
102,32,Male,4.893286395470057,"['Cooking', 'Hiking', 'Sports', 'Travel', 'Movies']",Friendship,Maybe,Master's Degree,Entrepreneur,17,Daily,149.14736933392734
103,21,Female,5.5766036885373635,"['Reading', 'Cooking', 'Movies', 'Music', 'Sports', 'Travel']",Casual Dating,No,High School,Artist,84,Monthly,169.97488042661885
104,31,Male,5.9922740354467745,"['Reading', 'Music', 'Movies', 'Hiking', 'Sports', 'Cooking', 'Travel']",Casual Dating,Yes,High School,Teacher,82,Daily,182.6445126004177
105,27,Male,4.9210422673068654,"['Movies', 'Hiking', 'Reading', 'Cooking', 'Travel']",Casual Dating,No,Master's Degree,Business Owner,64,Daily,149.99336830751326
106,22,Female,5.456322761502873,"['Cooking', 'Travel']",Marriage,No,Ph.D.,Social Media Influencer,100,Monthly,166.3087177706076
107,29,Male,5.818562322699719,"['Travel', 'Hiking', 'Movies', 'Sports', 'Reading', 'Cooking']",Friendship,Maybe,High School,Entrepreneur,82,Monthly,177.34977959588744
108,24,Male,5.39312551524986,"['Hiking', 'Music', 'Cooking', 'Travel']",Friendship,Maybe,High School,Artist,87,Monthly,164.38246570481573
109,19,Male,4.832884726800248,"['Reading', 'Movies', 'Travel']",Marriage,No,High School,Engineer,85,Daily,147.30632647287158
110,22,Female,5.194927940774337,"['Hiking', 'Music', 'Travel', 'Movies', 'Cooking']",Casual Dating,Yes,Master's Degree,Engineer,42,Weekly,158.3414036348018
111,22,Female,5.489702856214108,"['Travel', 'Cooking', 'Sports', 'Music', 'Reading']",Marriage,No,High School,Student,91,Daily,167.326143057406
112,19,Female,5.351056306389518,"['Reading', 'Music']",Marriage,Maybe,Bachelor's Degree,Social Media Influencer,23,Monthly,163.1001962187525
113,25,Male,5.908935827571413,"['Cooking', 'Movies', 'Music', 'Reading', 'Travel', 'Sports']",Long-term Relationship,No,Ph.D.,Social Media Influencer,86,Daily,180.10436402437665
114,30,Female,5.785305232978693,"['Cooking', 'Reading', 'Movies', 'Sports', 'Music']",Casual Dating,No,Ph.D.,Doctor,36,Weekly,176.33610350119056
115,25,Male,5.724978686627205,"['Movies', 'Reading']",Long-term Relationship,Maybe,Ph.D.,Student,99,Weekly,174.4973503683972
116,28,Female,4.948478625218401,"['Sports', 'Cooking', 'Hiking', 'Travel', 'Reading', 'Music']",Long-term Relationship,Yes,Bachelor's Degree,Doctor,90,Daily,150.82962849665688
117,23,Female,5.760777552727312,"['Hiking', 'Cooking', 'Movies', 'Travel', 'Reading', 'Music']",Casual Dating,No,Master's Degree,Social Media Influencer,71,Monthly,175.58849980712847
118,22,Female,5.439634253766098,"['Reading', 'Movies', 'Travel']",Marriage,Maybe,Master's Degree,Entrepreneur,75,Weekly,165.80005205479065
119,32,Male,5.711927418249435,"['Cooking', 'Movies', 'Reading', 'Music']",Long-term Relationship,Yes,Master's Degree,Social Media Influencer,13,Weekly,174.0995477082428
120,24,Male,5.37909694826297,"['Travel', 'Music', 'Reading', 'Hiking', 'Sports', 'Cooking']",Long-term Relationship,Yes,High School,Doctor,63,Daily,163.95487498305533
121,22,Female,5.27477813659427,"['Hiking', 'Travel', 'Music', 'Cooking', 'Movies']",Casual Dating,No,Bachelor's Degree,Entrepreneur,39,Daily,160.77523760339335
122,26,Male,5.690220676879612,"['Hiking', 'Movies', 'Travel']",Marriage,No,Ph.D.,Engineer,50,Monthly,173.4379262312906
123,29,Male,4.961811122603363,"['Movies', 'Hiking']",Long-term Relationship,No,Bachelor's Degree,Social Media Influencer,77,Daily,151.23600301695052
124,24,Male,5.581404551695822,"['Travel', 'Cooking', 'Music', 'Hiking']",Long-term Relationship,Maybe,Ph.D.,Student,25,Daily,170.12121073568866
125,26,Female,6.029058682201397,"['Music', 'Movies', 'Sports', 'Cooking', 'Reading']",Marriage,No,Master's Degree,Social Media Influencer,4,Daily,183.76570863349858
126,22,Female,5.835524648268973,"['Sports', 'Reading', 'Music']",Marriage,Maybe,High School,Teacher,29,Monthly,177.8667912792383
127,30,Female,5.9810082127353885,"['Travel', 'Sports']",Marriage,Maybe,Bachelor's Degree,Business Owner,26,Weekly,182.30113032417464
128,26,Female,4.918994437807686,"['Music', 'Sports', 'Reading']",Marriage,No,Ph.D.,Student,75,Monthly,149.93095046437827
129,32,Male,5.203101160708838,"['Reading', 'Sports', 'Hiking', 'Cooking', 'Movies', 'Travel']",Long-term Relationship,No,Master's Degree,Engineer,28,Weekly,158.5905233784054
130,32,Male,5.045238480212873,['Travel'],Long-term Relationship,No,Ph.D.,Artist,100,Daily,153.7788688768884
131,29,Male,5.788865011301586,"['Travel', 'Cooking']",Friendship,Maybe,Bachelor's Degree,Artist,42,Weekly,176.44460554447232
132,25,Female,4.87036799279614,"['Cooking', 'Music', 'Travel', 'Hiking', 'Movies']",Casual Dating,Maybe,Ph.D.,Student,27,Daily,148.44881642042637
133,26,Male,4.974412160901463,['Travel'],Marriage,No,Ph.D.,Teacher,55,Monthly,151.6200826642766
134,34,Female,4.84755592205849,"['Movies', 'Travel', 'Reading', 'Cooking', 'Hiking', 'Sports']",Marriage,Maybe,Bachelor's Degree,Business Owner,33,Monthly,147.75350450434277
135,35,Male,5.07022664669497,"['Cooking', 'Reading', 'Travel', 'Hiking']",Friendship,Maybe,Master's Degree,Doctor,80,Monthly,154.5405081912627
136,33,Female,4.824931355543041,"['Hiking', 'Movies', 'Cooking', 'Reading', 'Music', 'Travel', 'Sports']",Long-term Relationship,Yes,High School,Engineer,69,Daily,147.0639077169519
137,25,Female,5.634603463653517,"['Sports', 'Travel']",Long-term Relationship,Maybe,Master's Degree,Doctor,98,Weekly,171.7427135721592
138,22,Female,5.602284035875118,['Cooking'],Long-term Relationship,Maybe,Master's Degree,Business Owner,78,Weekly,170.7576174134736
139,28,Female,5.419478223890362,['Hiking'],Casual Dating,No,Bachelor's Degree,Social Media Influencer,3,Weekly,165.18569626417823
140,20,Male,4.9486877571208465,"['Music', 'Sports']",Casual Dating,Maybe,Bachelor's Degree,Entrepreneur,20,Monthly,150.8360028370434
141,32,Male,5.939907209537825,"['Sports', 'Travel', 'Music']",Long-term Relationship,Yes,Ph.D.,Student,55,Daily,181.04837174671292
142,27,Female,5.491959921929868,"['Movies', 'Reading', 'Travel', 'Hiking', 'Music', 'Cooking']",Marriage,Yes,Ph.D.,Artist,5,Daily,167.3949384204224
143,33,Male,5.969105878320783,"['Sports', 'Movies', 'Reading', 'Hiking', 'Travel', 'Music']",Casual Dating,Yes,Bachelor's Degree,Student,31,Weekly,181.93834717121746
144,32,Male,6.035192829097504,"['Travel', 'Reading', 'Movies', 'Sports', 'Music', 'Hiking']",Long-term Relationship,No,Bachelor's Degree,Business Owner,87,Daily,183.95267743089192
145,32,Female,5.695097121543555,"['Reading', 'Music', 'Hiking', 'Cooking']",Long-term Relationship,Yes,Master's Degree,Artist,49,Monthly,173.58656026464757
146,24,Male,5.900181697140749,"['Travel', 'Reading']",Long-term Relationship,Maybe,Master's Degree,Entrepreneur,97,Daily,179.83753812885
147,34,Male,5.913154590141187,"['Reading', 'Travel', 'Movies', 'Hiking', 'Cooking', 'Music', 'Sports']",Friendship,No,Bachelor's Degree,Business Owner,66,Daily,180.23295190750338
148,21,Female,4.997129458458726,"['Cooking', 'Reading', 'Travel', 'Sports']",Friendship,No,Master's Degree,Social Media Influencer,47,Weekly,152.312505893822
149,25,Female,4.936878073682302,"['Reading', 'Movies', 'Sports', 'Hiking', 'Travel']",Long-term Relationship,Yes,High School,Doctor,87,Daily,150.47604368583657
150,31,Female,5.517650141699458,"['Sports', 'Reading', 'Cooking', 'Travel', 'Movies', 'Hiking']",Long-term Relationship,Yes,Ph.D.,Artist,91,Weekly,168.1779763189995
151,19,Female,6.026655003868983,"['Movies', 'Cooking', 'Hiking', 'Reading', 'Travel', 'Sports', 'Music']",Friendship,Maybe,Master's Degree,Teacher,65,Weekly,183.69244451792662
152,18,Male,4.9693611112584835,"['Travel', 'Cooking', 'Movies']",Casual Dating,Maybe,Master's Degree,Engineer,90,Weekly,151.46612667115858
153,25,Male,6.016852765939112,['Cooking'],Marriage,No,Bachelor's Degree,Artist,66,Monthly,183.39367230582414
154,34,Male,5.429590843917845,['Hiking'],Long-term Relationship,Maybe,Master's Degree,Social Media Influencer,92,Daily,165.4939289226159
155,33,Female,5.170362689383212,"['Travel', 'Hiking', 'Reading', 'Cooking']",Casual Dating,Maybe,High School,Artist,54,Weekly,157.5926547724003
156,33,Female,4.825390642993108,"['Travel', 'Movies']",Long-term Relationship,No,High School,Artist,62,Daily,147.07790679842995
157,25,Male,6.044497033372401,"['Music', 'Movies', 'Cooking', 'Travel']",Long-term Relationship,Yes,Bachelor's Degree,Student,1,Daily,184.23626957719077
158,21,Female,6.071489189277642,"['Travel', 'Reading', 'Music']",Long-term Relationship,Yes,High School,Business Owner,78,Monthly,185.05899048918255
159,21,Male,5.97251293846924,"['Reading', 'Cooking', 'Music', 'Travel', 'Hiking', 'Movies', 'Sports']",Friendship,Yes,High School,Entrepreneur,42,Daily,182.04219436454244
160,29,Female,6.062014427379368,"['Hiking', 'Reading', 'Sports', 'Music', 'Travel']",Casual Dating,Yes,Bachelor's Degree,Doctor,74,Daily,184.77019974652313
161,27,Male,5.734964561413985,"['Travel', 'Music', 'Cooking', 'Movies', 'Sports', 'Reading']",Casual Dating,Yes,Master's Degree,Business Owner,56,Monthly,174.80171983189828
162,32,Male,5.8959554815979445,"['Movies', 'Cooking', 'Music', 'Reading', 'Hiking', 'Sports', 'Travel']",Marriage,Maybe,Master's Degree,Entrepreneur,85,Daily,179.70872307910534
163,20,Female,5.536534872948992,"['Hiking', 'Music', 'Travel', 'Cooking']",Friendship,Maybe,High School,Doctor,25,Monthly,168.75358292748527
164,27,Female,5.594635332586019,"['Music', 'Travel', 'Cooking', 'Movies', 'Sports']",Friendship,Yes,Bachelor's Degree,Artist,45,Daily,170.52448493722187
165,30,Male,5.934433089335576,['Music'],Marriage,Yes,High School,Entrepreneur,39,Monthly,180.88152056294834
166,23,Male,6.00088674525844,"['Cooking', 'Music', 'Sports', 'Movies', 'Travel']",Long-term Relationship,Maybe,Ph.D.,Doctor,47,Weekly,182.90702799547725
167,28,Female,6.036337320283338,"['Sports', 'Reading', 'Travel', 'Cooking', 'Hiking', 'Music']",Long-term Relationship,Yes,Master's Degree,Artist,74,Daily,183.98756152223615
168,20,Female,5.205239520495352,"['Cooking', 'Sports', 'Music', 'Reading', 'Travel', 'Hiking', 'Movies']",Casual Dating,No,High School,Social Media Influencer,58,Daily,158.65570058469834
169,18,Female,5.999321282949007,['Sports'],Marriage,Maybe,Ph.D.,Engineer,91,Daily,182.8593127042857
170,18,Female,5.044729223570743,"['Music', 'Movies', 'Sports', 'Reading', 'Cooking', 'Hiking', 'Travel']",Friendship,Yes,Master's Degree,Artist,12,Daily,153.76334673443623
171,24,Male,5.984331188593943,['Movies'],Long-term Relationship,Maybe,Ph.D.,Engineer,66,Daily,182.4024146283434
172,22,Male,5.090359398313469,"['Sports', 'Reading', 'Movies', 'Hiking', 'Travel', 'Cooking']",Friendship,Yes,Bachelor's Degree,Business Owner,7,Weekly,155.15415446059453
173,22,Female,5.563129063653523,"['Reading', 'Music', 'Travel', 'Movies', 'Sports']",Long-term Relationship,Yes,Master's Degree,Student,26,Monthly,169.5641738601594
174,21,Male,5.83348042992615,"['Hiking', 'Music', 'Cooking', 'Sports']",Marriage,No,Master's Degree,Entrepreneur,33,Daily,177.80448350414903
175,25,Female,5.230155178591923,"['Sports', 'Music', 'Travel', 'Hiking', 'Movies', 'Reading', 'Cooking']",Casual Dating,Yes,Bachelor's Degree,Artist,58,Monthly,159.41512984348182
176,26,Female,5.461762948299695,"['Movies', 'Cooking', 'Sports', 'Reading', 'Hiking', 'Music']",Friendship,No,Master's Degree,Artist,43,Daily,166.4745346641747
